time,MA_battery_discharge_edge,MA_battery_charge_edge,CT_battery_discharge_edge,CT_battery_charge_edge,ME_battery_discharge_edge,ME_battery_charge_edge,MA_natural_gas_combined_cycle_elec_edge,MA_natural_gas_combined_cycle_fuel_edge,MA_natural_gas_combined_cycle_co2_edge,CT_natural_gas_combined_cycle_elec_edge,CT_natural_gas_combined_cycle_fuel_edge,CT_natural_gas_combined_cycle_co2_edge,ME_natural_gas_combined_cycle_elec_edge,ME_natural_gas_combined_cycle_fuel_edge,ME_natural_gas_combined_cycle_co2_edge,MA_to_CT_transmission_edge,MA_to_ME_transmission_edge,MA_solar_pv_edge,CT_onshore_wind_edge,CT_solar_pv_edge,ME_onshore_wind_edge
6423,0.3383865134742579,-461.86098982623605,0.27104275283058626,-132.84150200613036,0.16719565834115246,-12.079402373911346,0.033896458032752104,-0.08484045740117871,0.015360215082664224,371.764197524737,-1420.3907644762514,257.1592411462172,0.013586570506095139,-0.05117046870424765,0.009264323051222286,-3443.7334500292764,-2364.9232429755916,4568.761665478809,5474.793010669283,536.0851460957988,3718.6241191729564
6424,0.36541393358780105,-309.46677549290126,0.2645728942190124,-116.36086324611647,0.16644042268704087,-11.792154141819877,0.042248241766188674,-0.10284424040091389,0.018619768220972787,629.0324435810287,-1758.7222692540356,318.4135629853166,0.013640025942149372,-0.05137623723708511,0.009301577080944005,-3827.163984923761,-2894.6257350779765,3481.2967305070524,5685.528576869481,425.195014310902,4242.847988670527
6425,0.3618175174471491,-357.6381723142185,0.2922220082056326,-196.91808861349725,0.1698735271900076,-11.354149124581356,0.05100108023152074,-0.1223179749585297,0.02214545349460657,754.2272694161941,-1790.9271803520687,324.2442053031054,0.013636814839091757,-0.051381206874708506,0.009302476825065107,-5210.703793457964,-3036.727883948315,2071.348631993533,7195.544493157311,267.81997323596613,4391.445517218585
6426,326.6143053585917,-0.3593688466474551,53.85553510853826,-0.2614404773198935,0.170608470186119,-10.862650408557673,0.06937299962802886,-0.17148577361497605,0.031047196668066317,1373.2293972688908,-3793.3480037624777,686.7789614295164,0.013768981632678104,-0.05186757116853955,0.009390532222108136,-5311.871587811312,-3996.3206863171263,386.79866532987603,6636.169967538836,70.27044085824538,5354.016929612419
6427,1508.0806988722475,-8.810255054827933e-5,839.9987395955893,-0.00010489332721254193,0.16682794443720836,-11.838745437668114,0.18088515760243723,-0.41787973907934417,0.07565638926950383,3814.5198647199763,-7959.664792579856,1441.083263163052,0.013733875428042728,-0.05175771851667167,0.009370643593359792,-4689.138401821248,-3999.918018336135,0.0,2908.6202609895736,0.0,5383.576184323179
6428,1406.4001618497068,-0.3491593238192368,476.2969257218731,-0.2749697497186167,0.1681466443517155,-12.060895301461148,0.07177612267084695,-0.1565304849053032,0.028339568040869362,1373.229237805025,-2865.471111747188,518.7884876842528,0.013757792490762071,-0.05186156089201361,0.00938944407215029,-5122.489997235587,-3996.3976054964855,0.0,6238.656118953083,0.0,5424.2940522902545
6429,196.29682923482005,-0.3740054965383053,0.32998430413247526,-55.58747753831388,0.17000681429779796,-11.996462149127412,0.05963422924119741,-0.13014151941869692,0.023561892411816898,917.5506865296308,-1914.6221838496645,346.63896738447505,0.013920229637756024,-0.052479813710903885,0.009501377653893167,-5897.827252848749,-3996.335698248832,0.0,7874.540794012167,0.0,5363.1660549568305
6430,0.3574139173143486,-62.55457694414947,0.2592497325842107,-272.54908679520247,0.16943246761836428,-12.377545422628108,0.05070114987331942,-0.11071940140456894,0.02004555222228666,660.2832870583584,-1377.7910643217695,249.4466406148962,0.013999934698977656,-0.052822487619447606,0.009563418160270443,-5727.0006765301405,-3676.620206723383,0.0,7965.486430286839,0.0,4944.09703423104
6431,0.3527588403403818,-183.6866679397095,0.2835238148367482,-72.46655295090379,0.17223825915063998,-12.375726846531544,0.04302904728127759,-0.094089387426667,0.017034717540898702,535.0880756825333,-1116.5505178345804,202.14950072111466,0.014240742985491698,-0.05374689137077458,0.009730779828023624,-5211.967104706868,-3331.2053590365094,0.0,7099.282750417301,0.0,4466.494836111911
6432,0.3333093975430714,-510.94903664208016,0.2532853155000456,-232.7008943470938,0.1695495335955375,-13.286353834605825,0.03549124428413126,-0.07770916518938818,0.014069107213308148,0.07765846476845492,-0.16254769982443384,0.029428974182557358,0.01442721561463829,-0.054506525304966885,0.009868310211176911,-5371.3066699729525,-2660.315711714679,0.0,7717.697363388149,0.0,3685.1184366366315
