time,elec_MA_seg1,elec_MA_seg2,elec_MA_seg3,elec_MA_seg4,elec_CT_seg1,elec_CT_seg2,elec_CT_seg3,elec_CT_seg4,elec_ME_seg1,elec_ME_seg2,elec_ME_seg3,elec_ME_seg4
33,1.0265167398567045e-6,2.4202952652384055e-6,6.293016539858277e-6,2.424273193023178e-5,1.2633786513432821e-6,3.2129784696254086e-6,8.455183216228735e-6,1.999247697205074e-5,1.58279746497789e-6,3.2157637360393145e-6,1.0809468140424579e-5,1.596709136638251e-5
34,1.036241800579923e-6,2.4683555117223823e-6,6.603191736379884e-6,2.4886234145878493e-5,1.2827032137793884e-6,3.3106157210180696e-6,8.002504870893814e-6,2.097213742091908e-5,1.547021424231254e-6,3.042794123124496e-6,1.0743264513093454e-5,1.6214246920677834e-5
35,1.0197881135419954e-6,2.466192980437936e-6,6.802492363735252e-6,2.5011140806746283e-5,1.2769800041244845e-6,3.3587528102178057e-6,7.594717634093555e-6,2.1380245663525894e-5,1.5401917866675854e-6,2.932144054918651e-6,1.0917656581147213e-5,1.6435532042905054e-5
36,1.029649880319038e-6,2.4993243167236195e-6,7.000739418591134e-6,2.5263101864748196e-5,1.2857493434073815e-6,3.400393666044189e-6,7.4060349993158225e-6,2.1717053520250984e-5,1.5071585252318259e-6,2.943281316016784e-6,1.0679312476889393e-5,1.6488783509007096e-5
37,1.0140312418320018e-6,2.489362101714046e-6,6.953246232628503e-6,2.517135266829983e-5,1.2885898241691177e-6,3.4070220872867117e-6,7.425166429217709e-6,2.1783092849279824e-5,1.5113700635803956e-6,2.9070999032527015e-6,1.0801442179285104e-5,1.649359949569936e-5
38,1.018814631532669e-6,2.4911392941134336e-6,6.916294673958145e-6,2.5185882347296732e-5,1.2665535648280168e-6,3.364904809849291e-6,7.4504922524920045e-6,2.1491473338942126e-5,1.5020626986212595e-6,2.9283704124031377e-6,1.071634785362634e-5,1.6448382197192398e-5
39,9.925039199312286e-7,2.4372429343176698e-6,6.756888620486924e-6,2.490444468490758e-5,1.26005711961321e-6,3.3521372423618917e-6,7.494699015669335e-6,2.14132318196166e-5,1.5132872342487031e-6,2.8760181455493086e-6,1.090680446352412e-5,1.646326909099126e-5
40,9.726427565439556e-7,2.341179561984715e-6,6.613486990260376e-6,2.4596850869404495e-5,1.2252537403496235e-6,3.3123625907779035e-6,7.380546911814043e-6,2.1109219701812303e-5,1.4898179980367133e-6,2.8965489612802385e-6,1.0707125802217718e-5,1.650843391159795e-5
41,9.369438446752033e-7,2.1545912764298974e-6,6.579439977149511e-6,2.4348080610828625e-5,1.191166000140656e-6,3.3169813008749026e-6,6.674965661344011e-6,2.142334798051661e-5,1.4688504316032422e-6,2.821221439084108e-6,1.0897455357715673e-5,1.712031284887032e-5
42,8.731627902679786e-7,1.9602678397528747e-6,6.555128493635466e-6,2.397976325676085e-5,1.137503951156195e-6,3.2290351084232075e-6,6.408613996294807e-6,2.1325247772373284e-5,1.4407975184857066e-6,2.7894142910058168e-6,1.0858148207624548e-5,1.770277419013928e-5
43,8.657711167317477e-7,1.9611159081236154e-6,6.52789942240648e-6,2.406722834797627e-5,1.132110688841921e-6,3.2147352209497693e-6,6.49873418500962e-6,2.1202042740407237e-5,1.4337111648430315e-6,2.8153172574376172e-6,1.0723547341228819e-5,1.7599812349912814e-5
44,8.612843924292808e-7,1.9647530370129224e-6,6.401213605733361e-6,2.423349992190762e-5,1.1178237821228105e-6,3.146867954336775e-6,6.882902532747055e-6,2.0747540359007837e-5,1.4586244454023535e-6,2.7860582270087347e-6,1.0953371202553208e-5,1.7484057138132622e-5
45,8.879914157752398e-7,2.0593993573655746e-6,6.427492325585774e-6,2.405658434091808e-5,1.1418524470472572e-6,3.200815021172395e-6,6.927623784368605e-6,2.062985394950638e-5,1.4612627016168848e-6,2.8388870883634794e-6,1.0769016461373398e-5,1.715301967475214e-5
46,9.152190720261568e-7,2.171236007715392e-6,6.368094457309433e-6,2.402708224029169e-5,1.1778529219040374e-6,3.2287859552284396e-6,7.301482949500606e-6,2.0592638691831026e-5,1.4968992767972085e-6,2.8425735919162352e-6,1.0882632803122823e-5,1.6706351221671747e-5
47,9.615168737332651e-7,2.3124450300559988e-6,6.275143232665409e-6,2.4127696542944872e-5,1.1968154489499416e-6,3.1905854510005894e-6,7.979030951175341e-6,2.0065926811559765e-5,1.5130106255853987e-6,3.0093245929712444e-6,1.0620579383862315e-5,1.6170797925411267e-5
48,9.92264175841925e-7,2.4363876021132396e-6,6.1542925031055455e-6,2.408420323474994e-5,1.23855206937918e-6,3.171666808931176e-6,8.60586295816824e-6,1.9836548912925304e-5,1.5610854304396635e-6,3.3236565740373527e-6,1.0628013768063418e-5,1.5809156297284767e-5
49,1.029219979402741e-6,2.5256473746993304e-6,6.106618307292521e-6,2.414289064532775e-5,1.256212203989203e-6,3.12734006759484e-6,9.013319697051987e-6,1.9440672125198837e-5,1.5755960569749458e-6,3.654574302644451e-6,1.0313965935765924e-5,1.5504174230773966e-5
50,1.0565816378152188e-6,2.597287883329805e-6,6.103568349077208e-6,2.4322769741647794e-5,1.2845032834443705e-6,3.1165594285424604e-6,9.313087456202401e-6,1.94737877174426e-5,1.5915470942793463e-6,3.7884343313509924e-6,1.0224196686845233e-5,1.5372466556730364e-5
51,1.0461189144959963e-6,2.5872067020856816e-6,6.042750502637438e-6,2.418502695542085e-5,1.2722449276632665e-6,3.0982072541567054e-6,9.292715174485322e-6,1.919414956259383e-5,1.5882591288298423e-6,3.870285994600185e-6,1.0131126753049185e-5,1.5410772787215418e-5
52,1.049725030207421e-6,2.625374259866199e-6,6.050888071449778e-6,2.4375828427586336e-5,1.2868828955773118e-6,3.0994145021005473e-6,9.408456136335136e-6,1.940731730229914e-5,1.557295230047185e-6,3.8983487189961085e-6,9.926524689011407e-6,1.5308159807373284e-5
53,1.0136498915516314e-6,2.5616125158967524e-6,6.037233464414681e-6,2.422597539645739e-5,1.2674789557310307e-6,3.11413936204579e-6,9.175716684692787e-6,1.9508382806811823e-5,1.567613559701289e-6,3.7414119438862947e-6,1.0191052076582536e-5,1.5523852192448726e-5
54,9.870226196760236e-7,2.4480495811785193e-6,6.214700208925918e-6,2.4335338740503888e-5,1.2454053521186781e-6,3.1887957956127944e-6,8.528202709902982e-6,2.008458229638155e-5,1.5252296372094775e-6,3.4014035844172e-6,1.0325914296169223e-5,1.5909215416268387e-5
55,9.312255868500216e-7,2.216738778624508e-6,6.423129974927111e-6,2.4171177336160303e-5,1.209151336181285e-6,3.2669416908577223e-6,7.398057510550861e-6,2.0818239051193648e-5,1.4931448253640664e-6,2.9063564899494785e-6,1.0656984421189253e-5,1.6592962741132515e-5
56,9.249437175059897e-7,2.116792447549972e-6,6.524403951433183e-6,2.423502535801247e-5,1.1756648138843312e-6,3.2500496331057044e-6,6.900721632016467e-6,2.0983880640013354e-5,1.4567644970013432e-6,2.8600506936229213e-6,1.0654580635955388e-5,1.709093645482712e-5
57,9.317054769731937e-7,2.1395380884792425e-6,6.652972012770244e-6,2.4432896369791322e-5,1.1915416628716664e-6,3.3184340032777362e-6,6.546421779422153e-6,2.1500719449737454e-5,1.4672638542850713e-6,2.802126079668033e-6,1.0949770567793685e-5,1.7240902585348923e-5
58,9.570941972108078e-7,2.2296224122805197e-6,7.046200716736864e-6,2.466684328819141e-5,1.2061991509604158e-6,3.38769450879584e-6,6.218712624658967e-6,2.1801470776481976e-5,1.4507805295323017e-6,2.8293246762330733e-6,1.0801263165053856e-5,1.7263314246262062e-5
59,9.808749061418793e-7,2.2980475982168387e-6,7.376188751275788e-6,2.4975074346308282e-5,1.228372613436492e-6,3.4726275584188635e-6,5.962827923693544e-6,2.2263219655831884e-5,1.4624205111387905e-6,2.7931316617776203e-6,1.102709048740704e-5,1.7374327285175537e-5
60,9.72232286562798e-7,2.297080580239505e-6,7.399053774712881e-6,2.4946120472310003e-5,1.222524852273061e-6,3.468670775052351e-6,5.955867115330574e-6,2.2246007823513657e-5,1.4722577110197764e-6,2.7560174408480563e-6,1.1210723884455736e-5,1.7416362683493983e-5
61,9.87005654198897e-7,2.3370345264077976e-6,7.507168127769091e-6,2.5094080419974093e-5,1.2335690375632777e-6,3.5033104090501134e-6,5.928781455863899e-6,2.2419619708775e-5,1.4554112882209186e-6,2.7914484615464286e-6,1.100150631843561e-5,1.7354428109247946e-5
62,9.707506312770664e-7,2.301418095935097e-6,7.363944871789781e-6,2.4918541894457374e-5,1.2148091304514477e-6,3.4589379211285765e-6,5.9888269389739806e-6,2.218643561377197e-5,1.4667851288403015e-6,2.742282811885405e-6,1.1215349242551067e-5,1.737072007515192e-5
63,9.74123156312227e-7,2.2978916682090324e-6,7.30520245539239e-6,2.4906312876524044e-5,1.2125521352961402e-6,3.4518483746418926e-6,6.024017203197961e-6,2.2144971599637113e-5,1.4494630859115998e-6,2.770789828274082e-6,1.1017951330446268e-5,1.7314093158800183e-5
64,9.358588805871582e-7,2.183716546646153e-6,7.019388728977595e-6,2.4517834906412634e-5,1.1956653267369602e-6,3.405682532342399e-6,5.9814170956269584e-6,2.200465058707539e-5,1.452714257430078e-6,2.715610013095382e-6,1.119506831274044e-5,1.7435786373742858e-5
65,8.999131684630094e-7,1.9975540083480096e-6,6.8024604199280264e-6,2.4287542523033022e-5,1.139610012083921e-6,3.3120397456993255e-6,5.679580616843175e-6,2.1886504812419934e-5,1.4116642832612388e-6,2.731605650062344e-6,1.0930604354143734e-5,1.794162176731617e-5
66,8.379792951994551e-7,1.7945724552190197e-6,6.81394067728084e-6,2.4058379928837447e-5,1.1190072730404395e-6,3.2636735728826024e-6,5.460617134221346e-6,2.2263125826108606e-5,1.3993470567462145e-6,2.7225740040015663e-6,1.086478665360983e-5,1.854235587989615e-5
67,8.269895620039531e-7,1.7726904604582945e-6,6.813880955449876e-6,2.4097135670411537e-5,1.0968605330010265e-6,3.2500434644244596e-6,5.381859090062879e-6,2.209454387800575e-5,1.3842303249304262e-6,2.748621819293087e-6,1.0678655974001357e-5,1.844810444254738e-5
68,8.374586096747333e-7,1.815435860492074e-6,6.824186866474045e-6,2.4164721123781895e-5,1.1077342854780834e-6,3.274376278103934e-6,5.358947308148239e-6,2.2129240035917532e-5,1.399032325306324e-6,2.7334736667189994e-6,1.0826731897737463e-5,1.8403557425893746e-5
69,8.417502154454508e-7,1.8585392044354778e-6,6.7348029471598115e-6,2.4075915345239688e-5,1.1073541127433665e-6,3.2697949659990447e-6,5.606538273331801e-6,2.1781025403726327e-5,1.4203334467911605e-6,2.7120545476595378e-6,1.1026623576873888e-5,1.8196244151816592e-5
70,8.775760635732738e-7,1.9971089990281567e-6,6.724880371186608e-6,2.413037031515833e-5,1.1386772775722993e-6,3.3054715390331767e-6,5.928645525536346e-6,2.1589361558115735e-5,1.42990048500076e-6,2.7448637111623736e-6,1.0955476665666935e-5,1.7701116356141463e-5
71,9.061905987942025e-7,2.132948880058117e-6,6.535080971248489e-6,2.4049006966357934e-5,1.1552847152028778e-6,3.2738848323326385e-6,6.666488625020142e-6,2.0909399270600864e-5,1.4724675988068549e-6,2.7429147564530696e-6,1.1130324833518545e-5,1.710139451108018e-5
72,9.499092181755345e-7,2.285203310496014e-6,6.449689815961052e-6,2.408805372205822e-5,1.1942297752074998e-6,3.2627640199793e-6,7.417726812648896e-6,2.069687538587855e-5,1.4888617766507215e-6,2.8467334471912373e-6,1.0826245976422739e-5,1.6516691306800273e-5
73,9.663565578921707e-7,2.360553639347891e-6,6.342941339072407e-6,2.4031318062168855e-5,1.2240149026660723e-6,3.247496683224351e-6,7.922874741723855e-6,2.053990309155137e-5,1.5289762725548811e-6,2.8551074984052687e-6,1.1035279740514619e-5,1.6266029763607953e-5
74,9.869060145817137e-7,2.4077784603548457e-6,6.318880322633563e-6,2.4127953733562497e-5,1.2254634589128317e-6,3.2134440898588293e-6,8.1588632667501e-6,2.026145075308753e-5,1.523438145409768e-6,3.015543799764774e-6,1.0790751109655848e-5,1.6099959453857552e-5
75,9.780218391828915e-7,2.4166017724639644e-6,6.253715010419068e-6,2.4042671081881554e-5,1.237857092208346e-6,3.214537037503327e-6,8.295607875730428e-6,2.026682844780987e-5,1.5420537852411168e-6,3.006091536340497e-6,1.0918092528720867e-5,1.6056747762218593e-5
76,9.80655322963749e-7,2.409115850310874e-6,6.263535880370566e-6,2.4076231018737033e-5,1.2231441717375715e-6,3.1954668309403716e-6,8.259564790747675e-6,2.010548765895978e-5,1.5233359224182297e-6,3.090098363355176e-6,1.0715444790583246e-5,1.6022040147972407e-5
77,9.737481702331415e-7,2.3803961974479375e-6,6.328285647909485e-6,2.4183541017388958e-5,1.2211261483522082e-6,3.2237361614135434e-6,8.052500860451292e-6,2.035329615197262e-5,1.5226122653296785e-6,2.9306845013270705e-6,1.0853756186958636e-5,1.6161362586350748e-5
78,9.245158415336175e-7,2.2306645810887663e-6,6.384061646412862e-6,2.41041403534869e-5,1.1802821224810396e-6,3.236535286264901e-6,7.4351039769487466e-6,2.062010397562481e-5,1.5042853330151977e-6,2.807311444245824e-6,1.1012722230447372e-5,1.6573987427094238e-5
79,8.977597388099438e-7,2.044856937598425e-6,6.5792862417378786e-6,2.412593907652645e-5,1.150675933811135e-6,3.2518866124305704e-6,6.568708990664368e-6,2.123025007720998e-5,1.4400625375669117e-6,2.7923757216471663e-6,1.0807138264348868e-5,1.740377675442657e-5
80,8.761955326029166e-7,1.9272906092396996e-6,6.554163757019522e-6,2.3939751549290383e-5,1.1171118137110366e-6,3.1751546621323635e-6,6.3930749814731615e-6,2.121169507823176e-5,1.4301686296117908e-6,2.756991436482263e-6,1.0899649620270962e-5,1.79037786259576e-5
81,9.08377266287364e-7,1.9982871058592176e-6,6.714811711759304e-6,2.432794554532543e-5,1.1313428635412587e-6,3.226146325910417e-6,6.205841315332487e-6,2.1645181768902434e-5,1.4105989828449268e-6,2.793502430955238e-6,1.0667415097264271e-5,1.784161028747861e-5
82,9.239068320218948e-7,2.0708500765505343e-6,7.088265336608381e-6,2.4676563054166296e-5,1.1565067017328164e-6,3.319284998180519e-6,5.814784257200965e-6,2.2151867242666706e-5,1.4217207739832184e-6,2.785965920720146e-6,1.0773043627473365e-5,1.7859454939559416e-5
83,9.479850573877483e-7,2.1433535903172207e-6,7.4119570499591105e-6,2.4952605365791865e-5,1.1557684558283862e-6,3.359549072806053e-6,5.513173616119928e-6,2.2236816038612553e-5,1.4071503983802989e-6,2.8456673776110808e-6,1.048126689657485e-5,1.7742672847157626e-5
84,9.417798260286276e-7,2.162220440265424e-6,7.457111394066474e-6,2.5010231702371624e-5,1.1610587666445426e-6,3.3620126516987276e-6,5.604708481221769e-6,2.2091417324517146e-5,1.3861684415576494e-6,2.9693139068354006e-6,9.955953615952036e-6,1.765923185029905e-5
85,9.529036727588774e-7,2.1935855114148718e-6,7.402437405950978e-6,2.5035886210491482e-5,1.1489498921742616e-6,3.3375477110125604e-6,5.789252661267369e-6,2.182536978091007e-5,1.380084688807766e-6,3.0090936587594173e-6,9.721678615257347e-6,1.7421552113864767e-5
86,9.630970336195136e-7,2.212823806812429e-6,7.374892648834984e-6,2.5065745554923247e-5,1.1511561884762517e-6,3.338055730300848e-6,5.8493568886321514e-6,2.1788322334074717e-5,1.3866314212242928e-6,3.0362407427835106e-6,9.622742087155802e-6,1.7320188348828962e-5
87,9.349242986441893e-7,2.1441912921761552e-6,7.036133916585142e-6,2.473571381494796e-5,1.1214576773600175e-6,3.2610560201432347e-6,6.2065063938169095e-6,2.1249334382535894e-5,1.3942109598100415e-6,3.0522950384058054e-6,9.558917430065025e-6,1.722196498546603e-5
88,9.156624225822136e-7,2.0659956518303072e-6,6.7616261225141984e-6,2.4461595848624142e-5,1.108636093492525e-6,3.2130682942750936e-6,6.355530144515123e-6,2.110662993611702e-5,1.3748314417928777e-6,3.0708676290645696e-6,9.320619075709648e-6,1.703527834091625e-5
89,8.571381103110708e-7,1.85038437631958e-6,6.402892120473529e-6,2.4018534153056584e-5,1.0663466851158592e-6,3.0798470598964936e-6,6.408052236346586e-6,2.0872500394557305e-5,1.3649566839124816e-6,3.0841559565929306e-6,9.395995179649567e-6,1.7615894910081217e-5
90,8.328703632102811e-7,1.760251991780902e-6,6.501942887575412e-6,2.3865558191702044e-5,1.059544809860664e-6,3.0603581137328706e-6,6.102706650787104e-6,2.105750807725569e-5,1.3433087958563534e-6,3.0605651737306343e-6,9.44538641793141e-6,1.77797393579692e-5
91,8.180954294373743e-7,1.7401739676864406e-6,6.5507388040673065e-6,2.3874782176191796e-5,1.0708191059637851e-6,3.099487100919908e-6,6.043308179209738e-6,2.1345382299616826e-5,1.3575083874054443e-6,3.0297580420756314e-6,9.703999468744815e-6,1.7987318581815506e-5
92,8.316376911523801e-7,1.7925240905988037e-6,6.493096523779165e-6,2.388760118442397e-5,1.0691667937520185e-6,3.090325585246589e-6,6.21290226218328e-6,2.0994420469152672e-5,1.356661258345432e-6,3.0065994157431167e-6,9.765772504309462e-6,1.7882792354962075e-5
93,8.428494193223403e-7,1.8543318968502236e-6,6.475800213672309e-6,2.383222478287689e-5,1.0933638017125094e-6,3.12547832492843e-6,6.4197487192966055e-6,2.096124702938236e-5,1.3799481349191763e-6,2.965952877316642e-6,9.977441967187818e-6,1.7819509562346887e-5
94,8.812846153843502e-7,1.994010867902656e-6,6.466855276725386e-6,2.390229232805503e-5,1.1137257477539008e-6,3.173439505901664e-6,6.692134274803262e-6,2.0729530296649045e-5,1.4020687300113775e-6,2.9310493699559138e-6,1.0099249432518757e-5,1.7433600845427913e-5
95,9.303968059945413e-7,2.1754526818878484e-6,6.463091741790947e-6,2.3990184649174862e-5,1.1655264741850428e-6,3.2396061730134294e-6,7.063796858055897e-6,2.0668049278694545e-5,1.4557848825636116e-6,2.930003458352877e-6,1.0385363806683272e-5,1.6865158446846655e-5
96,9.59619371487751e-7,2.287378493397551e-6,6.286298340501822e-6,2.3859639577850784e-5,1.1817113887464498e-6,3.1865404686436093e-6,7.828796275545555e-6,2.0024442928119773e-5,1.507967615654975e-6,2.974901524281206e-6,1.060971914613202e-5,1.63650448314072e-5
97,9.96235536122952e-7,2.3899224673937717e-6,6.245693571452015e-6,2.4029286771079387e-5,1.2097214100997652e-6,3.1718360280469088e-6,8.288989320007638e-6,1.9820996740381177e-5,1.5115763203920282e-6,3.314694129169755e-6,1.0333133796006659e-5,1.6011908540295195e-5
98,1.0008678094438476e-6,2.423007131192337e-6,6.166600637300449e-6,2.3889307750356412e-5,1.215631545582463e-6,3.1460599136608754e-6,8.501664987288747e-6,1.954689415980228e-5,1.5356702244259413e-6,3.4099421745258203e-6,1.0391799829295406e-5,1.5872885381941312e-5
99,1.0170200059285836e-6,2.470740671283742e-6,6.184203213342298e-6,2.407901546709256e-5,1.2327773510509708e-6,3.1499520077368755e-6,8.653786859637958e-6,1.960794734032365e-5,1.5257167238353158e-6,3.537445774750524e-6,1.0188775186474281e-5,1.5726619354543548e-5
100,1.0003947149156226e-6,2.466154350126163e-6,6.13382435671792e-6,2.4005663659061284e-5,1.2415269243855844e-6,3.1586945146420316e-6,8.701416818894057e-6,1.9691680599431422e-5,1.5450388404838495e-6,3.4975170300736056e-6,1.0349640457837667e-5,1.577674868323944e-5
101,9.89652055643014e-7,2.429073448329579e-6,6.169920885093949e-6,2.4082632396856355e-5,1.217835549952288e-6,3.1487700785792785e-6,8.506507021114558e-6,1.9621035896446965e-5,1.5194438226524612e-6,3.4577641819002204e-6,1.022832849024745e-5,1.5826438294021967e-5
102,9.402380976404981e-7,2.2813763801875345e-6,6.1948785631204955e-6,2.3970494096045507e-5,1.1888250053993e-6,3.1640182788047212e-6,7.978391814891081e-6,1.9784160860259916e-5,1.5010417151850358e-6,3.154515606401571e-6,1.0396051195845513e-5,1.6268182789057115e-5
103,9.074017585057474e-7,2.089475963353017e-6,6.332487514702434e-6,2.3885893578472697e-5,1.1381956809020773e-6,3.1340900451734596e-6,7.2548391892931735e-6,1.9868351823403835e-5,1.43558615615481e-6,2.9893919047935225e-6,1.0038213760937456e-5,1.694388291417535e-5
104,9.012007646076444e-7,2.0098890962952967e-6,6.415929283352135e-6,2.3961197389527815e-5,1.1307477558056854e-6,3.137820675135027e-6,6.912585928042606e-6,2.036430084660186e-5,1.4120082003793832e-6,2.983759477085835e-6,9.961182263115538e-6,1.7411447006696537e-5
105,9.047281934151356e-7,2.0038173980432207e-6,6.383785695236343e-6,2.3918822125090814e-5,1.125981416465355e-6,3.135592442222218e-6,6.8728277062448535e-6,2.0427979433434427e-5,1.4200449427291943e-6,2.9762174364759174e-6,1.0069603495782325e-5,1.7484370186556997e-5
106,9.357642340703989e-7,2.0860176586176483e-6,6.679477212037938e-6,2.4408809534249938e-5,1.1499902385506696e-6,3.2314444731439816e-6,6.578762826851674e-6,2.1184353281330218e-5,1.4018666943074278e-6,3.010875219881488e-6,9.822497620022591e-6,1.739990206487468e-5
107,9.44612701915715e-7,2.1390610344179615e-6,6.891574340841294e-6,2.4637436295025378e-5,1.1565944376773112e-6,3.2716957526973887e-6,6.41535716772817e-6,2.1324223551956746e-5,1.4075946566675555e-6,3.015590236448991e-6,9.84595865930542e-6,1.739868127668206e-5
108,9.716599837596282e-7,2.2352467802573223e-6,7.166450709977123e-6,2.5015846015846124e-5,1.1781489065943344e-6,3.3217005745751625e-6,6.289406591867398e-6,2.1505278057086608e-5,1.3903145457268383e-6,3.0482544086113578e-6,9.594235679087735e-6,1.716838204970294e-5
109,9.648559184211956e-7,2.2291930144733276e-6,7.050836924493217e-6,2.4894427237624713e-5,1.1891479714726747e-6,3.325641746004863e-6,6.408522743942269e-6,2.1520181744235917e-5,1.413375048211166e-6,3.0000394169850967e-6,9.916502133919502e-6,1.724808710829199e-5
110,9.74162073070284e-7,2.230895849855384e-6,6.992786580234202e-6,2.487933645782754e-5,1.176021325576175e-6,3.2993282421184263e-6,6.514432106123917e-6,2.1378531652753293e-5,1.404630701787876e-6,2.9870964231173903e-6,9.912238827216507e-6,1.7196639025740156e-5
111,9.547323204841506e-7,2.197789447735211e-6,6.841663178416409e-6,2.4673857762791214e-5,1.18197293827033e-6,3.3102703185237963e-6,6.543902049333313e-6,2.1485136730714755e-5,1.4154312942498023e-6,2.9564991806934455e-6,1.0134678957075867e-5,1.722118386824563e-5
112,9.429466949010977e-7,2.164097753820353e-6,6.76960436786188e-6,2.45271515799108e-5,1.1701459255886494e-6,3.3156269300981945e-6,6.3927205946111704e-6,2.1516615068607417e-5,1.4151004240050134e-6,2.912284596225708e-6,1.0284429424507731e-5,1.7272807190280413e-5
113,9.088984882405686e-7,2.0247688071421644e-6,6.6856766599479285e-6,2.4156164113302267e-5,1.1516896944137095e-6,3.298027208031538e-6,6.0321497845259155e-6,2.1636210998372827e-5,1.4110813673219178e-6,2.8487501902092875e-6,1.0518524090050546e-5,1.7770649739086733e-5
114,8.511897358369463e-7,1.8582638025057543e-6,6.717499808648538e-6,2.396143596037641e-5,1.1164805016434116e-6,3.2465685941277967e-6,5.753068039794188e-6,2.1688866408083407e-5,1.4030783165160653e-6,2.8233694020961684e-6,1.0573785768971407e-5,1.828697927046484e-5
115,8.449773294115783e-7,1.8544890312921005e-6,6.708878308677168e-6,2.4041178349818366e-5,1.1135961851371732e-6,3.246446694399894e-6,5.81012623931442e-6,2.1903425273005888e-5,1.3903928758780057e-6,2.8098615528839715e-6,1.0379152702233111e-5,1.7606524713767055e-5
116,8.376368938594252e-7,1.851939616891838e-6,6.509526017476615e-6,2.3894044002616806e-5,1.0859220869594307e-6,3.1473551985293003e-6,6.279004633024961e-6,2.1067043668150788e-5,1.413629817384925e-6,2.824974595945393e-6,1.059548794298356e-5,1.808895885742555e-5
117,8.616666409119776e-7,1.9335126823674398e-6,6.458222187816389e-6,2.3930020305364523e-5,1.0997939022440642e-6,3.1588639607772536e-6,6.5233959339859816e-6,2.0840975849050652e-5,1.4191336151195178e-6,2.8633170580552706e-6,1.0426881375991848e-5,1.756788468067261e-5
118,8.851755770069696e-7,2.0271006824129957e-6,6.380777452297358e-6,2.408985280185684e-5,1.1210871791732035e-6,3.1393574260884365e-6,7.070547600094628e-6,2.032937118257601e-5,1.4162159999452272e-6,2.9962998733171997e-6,9.928841807469147e-6,1.732745874025283e-5
119,9.266862772956362e-7,2.1713754154734583e-6,6.275177214112322e-6,2.38732592427364e-5,1.1399879589109639e-6,3.1337175827803585e-6,7.510591296080677e-6,1.967605797403339e-5,1.4707250693286756e-6,3.0058291146709636e-6,1.0210822453549049e-5,1.66179475374145e-5
120,9.558627673747902e-7,2.2878820961484912e-6,6.164093707919289e-6,2.378896743020413e-5,1.1786197308749613e-6,3.1328750009973043e-6,8.031936175692706e-6,1.938286968805574e-5,1.5049437685988054e-6,3.276972820815049e-6,1.0221083759184575e-5,1.6154656085910956e-5
121,9.921809546386465e-7,2.379708232427802e-6,6.1356088421879234e-6,2.3859123102016553e-5,1.197827299293142e-6,3.1166690596165255e-6,8.387454116660133e-6,1.9094961789841363e-5,1.504563912451482e-6,3.5761239698896857e-6,9.861690697474422e-6,1.572569600248077e-5
122,1.0199584916775917e-6,2.441182210984165e-6,6.146356568287248e-6,2.3998225879655908e-5,1.224157769841905e-6,3.1237422303553302e-6,8.600176014517901e-6,1.909661095764507e-5,1.5228888782148012e-6,3.704105411017328e-6,9.760120773693705e-6,1.5543216337411483e-5
123,1.0144721468178926e-6,2.4482588590898387e-6,6.088705696732293e-6,2.387433205674725e-5,1.2259494014138871e-6,3.1148396714869794e-6,8.679826056441663e-6,1.8992246944157834e-5,1.53618952300718e-6,3.770510135379035e-6,9.682556756645645e-6,1.5431068452238305e-5
124,1.0237162516516062e-6,2.5048941148097444e-6,6.12205132853864e-6,2.41773975248971e-5,1.2424301219564332e-6,3.1298533282876354e-6,8.857287259104133e-6,1.936041417755784e-5,1.521473167568468e-6,3.8016533218901634e-6,9.433915549315316e-6,1.5255771569260454e-5
125,9.931788457781428e-7,2.4546983011508655e-6,6.088912950279069e-6,2.4049472066112816e-5,1.2248976596500743e-6,3.1289251184164324e-6,8.690132034762138e-6,1.9397644913029725e-5,1.5275367769019575e-6,3.7369877542919284e-6,9.532406822468568e-6,1.5405278173496525e-5
126,9.738102248503094e-7,2.3721223405552863e-6,6.233762163415523e-6,2.421381729574824e-5,1.2101600166840383e-6,3.1757909165074462e-6,8.237577757324019e-6,1.988053465119472e-5,1.488850665923097e-6,3.5408904099595504e-6,9.44582472761005e-6,1.5666475118850244e-5
127,9.216439732969142e-7,2.178689904441717e-6,6.4357378997552065e-6,2.4121892190000212e-5,1.1898556547198254e-6,3.239501502917446e-6,7.279010641578637e-6,2.066363546336616e-5,1.461121910115454e-6,3.155691649158573e-6,9.5495986465194e-6,1.6471669957291492e-5
128,9.147410166555892e-7,2.096909338211505e-6,6.605592684150001e-6,2.4189731492968576e-5,1.1760583662412862e-6,3.2709866992341087e-6,6.730664261371664e-6,2.1129838521431815e-5,1.4248279229501335e-6,3.0836655455858457e-6,9.395627657445e-6,1.685117463413751e-5
129,9.185517164141985e-7,2.090325779071466e-6,6.589192028394684e-6,2.4224195412431405e-5,1.1817481556297693e-6,3.291479056713052e-6,6.600695231870517e-6,2.1404073072878583e-5,1.4321199599279967e-6,3.0564590340121936e-6,9.618192857376753e-6,1.704248729099163e-5
130,9.493536628184571e-7,2.174752503489051e-6,6.867925564554557e-6,2.4668109725219513e-5,1.1960471283669526e-6,3.358788925738079e-6,6.3098602452459615e-6,2.182289366907159e-5,1.416071296346474e-6,3.06060227585663e-6,9.534451366254316e-6,1.6999343347719896e-5
