time,elec_MA_seg1,elec_MA_seg2,elec_MA_seg3,elec_MA_seg4,elec_CT_seg1,elec_CT_seg2,elec_CT_seg3,elec_CT_seg4,elec_ME_seg1,elec_ME_seg2,elec_ME_seg3,elec_ME_seg4
4947,1.017489405328815e-6,2.4790288028257106e-6,6.113248631474273e-6,2.3968617800289007e-5,1.236231941180016e-6,3.1313276198665184e-6,8.766525284411507e-6,1.9343241421948247e-5,1.511284175572088e-6,3.758603620378548e-6,9.527227732389972e-6,1.532061300526362e-5
4948,1.031226783045714e-6,2.533970225635956e-6,6.131747583722823e-6,2.4210734465882675e-5,1.2571325336282631e-6,3.138582728300534e-6,8.95190271550427e-6,1.950390804082532e-5,1.5277003990245301e-6,3.794368132372941e-6,9.589011862409136e-6,1.5305169826189115e-5
4949,1.0073083941726152e-6,2.465300214067876e-6,6.0874930395975585e-6,2.3977399806754466e-5,1.2326403443192307e-6,3.1267205586443925e-6,8.725853605145356e-6,1.925183524287778e-5,1.5355389283222915e-6,3.7470528818213375e-6,9.71010273242816e-6,1.543042321489877e-5
4950,1.0020507892588842e-6,2.4141810037251923e-6,6.206533415058838e-6,2.409455544843206e-5,1.2355714550660732e-6,3.1802213461229847e-6,8.475129440305507e-6,1.9832431184567058e-5,1.5019827096929153e-6,3.595979797688591e-6,9.63976184320822e-6,1.5611393816959197e-5
4951,9.72324669677508e-7,2.2750286725867707e-6,6.326069285906503e-6,2.4013952338627475e-5,1.2114389008356129e-6,3.2228528969653168e-6,7.778694897704898e-6,2.030755448862295e-5,1.4842179465743694e-6,3.2759022385046878e-6,9.810618880752045e-6,1.6186567889974768e-5
4952,9.683880011606297e-7,2.18708465743979e-6,6.533735005063445e-6,2.4225450960918303e-5,1.1875768158229682e-6,3.2573966464750625e-6,6.959586123088567e-6,2.0729558048731683e-5,1.4425114863748291e-6,3.054686994337361e-6,9.58938271072831e-6,1.6685305147424717e-5
4953,9.425240352711082e-7,2.106590341381136e-6,6.6269574650332185e-6,2.428285318055295e-5,1.1721583829580906e-6,3.242503598266906e-6,6.720945153564169e-6,2.119976831382123e-5,1.4216175631017112e-6,3.0707754724944265e-6,9.473008312532371e-6,1.6983663804573544e-5
4954,9.424532217958194e-7,2.0863938855903356e-6,6.823430739558519e-6,2.4421828195519714e-5,1.160130503195824e-6,3.269182648130457e-6,6.286511677500717e-6,2.1625097414697105e-5,1.390047303444482e-6,3.0873319386400135e-6,9.23052596489712e-6,1.6929374948368205e-5
4955,9.454323411926643e-7,2.0786314200559905e-6,7.030137754803248e-6,2.4569780357972653e-5,1.1660410430086866e-6,3.316876024192143e-6,5.85992914327539e-6,2.2149116756133943e-5,1.390441932504138e-6,3.078418403624151e-6,9.377186692453582e-6,1.7203168416567887e-5
4956,9.228217414055608e-7,2.028370264459487e-6,6.974274459127e-6,2.4446680366755874e-5,1.1419892490568184e-6,3.2683327833730584e-6,5.907297837361137e-6,2.196636760991334e-5,1.3713529453888963e-6,3.069085193361172e-6,9.340250609097072e-6,1.7215520073171256e-5
4957,9.28787723564899e-7,2.034787599157648e-6,7.128853355863935e-6,2.457999673025739e-5,1.1462887578431782e-6,3.2988160051759266e-6,5.664189554703151e-6,2.223632400332569e-5,1.3767884325934862e-6,3.0521418611486184e-6,9.514291233738268e-6,1.7467111402613358e-5
4958,9.062904151686552e-7,1.96337346291351e-6,7.033993220710301e-6,2.44133636409314e-5,1.116924024980973e-6,3.2282642314428174e-6,5.719727149753774e-6,2.1961994820620838e-5,1.3732291479186705e-6,3.06057766458338e-6,9.523533914208608e-6,1.7647606726639394e-5
4959,9.086392653887524e-7,1.93828448268179e-6,7.064539756594234e-6,2.441755425506082e-5,1.1130906503597865e-6,3.2133374868626934e-6,5.637937966386023e-6,2.216157115063791e-5,1.3474919395646952e-6,3.0782210148438792e-6,9.283322475780292e-6,1.752300227754394e-5
4960,8.865973251556597e-7,1.8684781497005393e-6,7.020232699685541e-6,2.4255251077743744e-5,1.1154103966234312e-6,3.2314992967221823e-6,5.568153686778202e-6,2.2588570713401608e-5,1.3487034144462648e-6,3.0786159004084695e-6,9.344410530456498e-6,1.77317235096896e-5
4961,8.746391759574877e-7,1.8150021232942677e-6,6.861937371827764e-6,2.4140876002334344e-5,1.085724216315556e-6,3.1504237171974628e-6,5.689801552874967e-6,2.226892482344078e-5,1.3299554244613114e-6,3.075637593115139e-6,9.26351095348584e-6,1.773730692168176e-5
4962,8.384350714798974e-7,1.7203152676214148e-6,6.6625778532698405e-6,2.393292202210962e-5,1.0741439609193387e-6,3.0824681832782398e-6,5.833016631579854e-6,2.198949775603708e-5,1.3359089952976246e-6,3.073375695946794e-6,9.363460296064503e-6,1.7959498574625882e-5
4963,8.191342753361163e-7,1.682482238007677e-6,6.455275583572969e-6,2.3789636928554012e-5,1.0487348104642372e-6,3.0085022803058364e-6,5.957007419919626e-6,2.121043849815355e-5,1.3243998694815156e-6,3.0685929418939487e-6,9.25717809149221e-6,1.772111532071494e-5
4964,8.200528313530321e-7,1.7008670621868606e-6,6.558700548946185e-6,2.3869519523859094e-5,1.05444938425003e-6,3.0402426876691934e-6,5.94606738147653e-6,2.1260401461642064e-5,1.338106172953103e-6,3.061207050133961e-6,9.356470250866818e-6,1.7734542069620077e-5
4965,8.150427873142338e-7,1.6996081528927148e-6,6.60359672489009e-6,2.383521067425882e-5,1.0512388185847096e-6,3.0751090362122637e-6,5.836021168799633e-6,2.137928735561661e-5,1.3295927581135038e-6,3.0623453548219255e-6,9.219815704783083e-6,1.7459464087839057e-5
4966,8.420842468379425e-7,1.8078740940170433e-6,6.533157295098312e-6,2.3871123112022383e-5,1.0751350677747096e-6,3.095795363580425e-6,6.193433470429907e-6,2.106544074245791e-5,1.3533876349442286e-6,3.061213799713007e-6,9.27550943058e-6,1.7254215493136357e-5
4967,8.706431059817791e-7,1.9481357702802895e-6,6.4320879126602605e-6,2.374230832270615e-5,1.095541948114584e-6,3.1321492601210237e-6,6.665176180255135e-6,2.0546301252851372e-5,1.3942006469491681e-6,3.0477249747625696e-6,9.388985976960175e-6,1.6928686440999414e-5
4968,9.197638066336844e-7,2.1360631501354894e-6,6.4469986662783514e-6,2.39401075094194e-5,1.1413273110941075e-6,3.1931893787932044e-6,7.089184168236918e-6,2.039853761146887e-5,1.4184446155813143e-6,3.1064492813805596e-6,9.322869062071356e-6,1.6323095597855332e-5
4969,9.489989370299924e-7,2.2595533878150053e-6,6.358389022979835e-6,2.392883165091464e-5,1.1853085748877745e-6,3.216896592944224e-6,7.620865857179463e-6,2.0333368967123147e-5,1.4642752482405691e-6,3.250687863281993e-6,9.573697550162329e-6,1.6066858876536933e-5
4970,9.779282297438194e-7,2.3218094269830068e-6,6.26222787553906e-6,2.3938901241730896e-5,1.1860040011564696e-6,3.1573963303139698e-6,8.00187285462289e-6,1.967791806010654e-5,1.4766148251434127e-6,3.426684589755444e-6,9.523896695256635e-6,1.577398210670001e-5
4971,9.80494894864605e-7,2.3623616188392575e-6,6.181041667919132e-6,2.3856826201533454e-5,1.2070592935275936e-6,3.159457623449466e-6,8.261137495414581e-6,1.9615416888075775e-5,1.5052869887689541e-6,3.5142594839680706e-6,9.656344084364568e-6,1.569450834828187e-5
4972,9.912441344465009e-7,2.3822306006005877e-6,6.161637070756953e-6,2.387444480213644e-5,1.2039742248202863e-6,3.1359953924687026e-6,8.3418447589679e-6,1.9335289846125183e-5,1.4987811235312506e-6,3.5903965518147142e-6,9.528601312535737e-6,1.551723894164106e-5
4973,9.941964018937215e-7,2.376029604945618e-6,6.190826937147782e-6,2.395493729335284e-5,1.20837348577846e-6,3.1437508073443797e-6,8.292877531169349e-6,1.9368876856263026e-5,1.5076898157271841e-6,3.5460089154659213e-6,9.659468906906498e-6,1.564330300530472e-5
4974,9.646208205093114e-7,2.2831132301654807e-6,6.1985619500539895e-6,2.3764958118086322e-5,1.1835926090063574e-6,3.138118063436395e-6,7.958525087154862e-6,1.9395267165363122e-5,1.4726142532699238e-6,3.417502729259798e-6,9.532587694577535e-6,1.5803851293837443e-5
4975,9.580067731804422e-7,2.1867025487910514e-6,6.329663218349897e-6,2.388196660587546e-5,1.1713453017443993e-6,3.1703413542861835e-6,7.477209462984741e-6,2.0012614307502393e-5,1.4582031467886745e-6,3.1244463972805273e-6,9.674487674111835e-6,1.636480968258316e-5
4976,9.340818298351039e-7,2.075582602554389e-6,6.415044762568565e-6,2.390086127944462e-5,1.1390712174685667e-6,3.1547373116079392e-6,6.9920778616354e-6,2.0318938187447866e-5,1.4263139027330499e-6,3.046335512510757e-6,9.519349126215617e-6,1.6867123366514463e-5
4977,9.329567641520591e-7,2.0406738713043487e-6,6.6220061431200434e-6,2.416970378986622e-5,1.1312341261446044e-6,3.186717928942558e-6,6.5161884982506014e-6,2.0992461611361892e-5,1.3852371227992398e-6,3.0655744796785257e-6,9.299807445151238e-6,1.6940473444046985e-5
4978,9.101128653450003e-7,1.980690302944994e-6,6.797946620815036e-6,2.4241866166283883e-5,1.1258811902236506e-6,3.2098191248206048e-6,6.097300407726275e-6,2.1528431656511504e-5,1.3716906774612369e-6,3.0639757858114922e-6,9.332373651793877e-6,1.7185002929565518e-5
4979,9.081029757319292e-7,1.954034872337799e-6,7.003254229987447e-6,2.4395346901237797e-5,1.1050454341235572e-6,3.2135672585658185e-6,5.694897123337633e-6,2.1789413376399948e-5,1.3402121958589092e-6,3.065670269293533e-6,9.174232751891967e-6,1.7162781687693276e-5
4980,8.870218206686082e-7,1.896682976147506e-6,7.131270970702847e-6,2.4375820013123067e-5,1.1062803729638588e-6,3.226749489206869e-6,5.530852234870006e-6,2.215676666857966e-5,1.3395304915484507e-6,3.0629176203309628e-6,9.277631721148202e-6,1.7457879713924383e-5
4981,8.902996489889305e-7,1.8874603568524073e-6,7.218434403148912e-6,2.441350144518987e-5,1.092120138057247e-6,3.207193506393517e-6,5.520886640746001e-6,2.2170241446378312e-5,1.3205956344059786e-6,3.0644799470704298e-6,9.1726346618774e-6,1.7422887487741846e-5
